Date;TripName;City;Country;Type;Score
25/06/2025;Centerparcs De Vossemeren - Arcade;Lommel;Belgium;Arcade;4
25/06/2025;Centerparcs De Vossemeren - Grand Café;Lommel;Belgium;Bar;4
25/06/2025;Centerparcs De Vossemeren - Frites Affair;Lommel;Belgium;Resto;3
25/06/2025;Centerparcs De Vossemeren - Aquapark;Lommel;Belgium;Leisure;4
26/06/2025;Centerparcs De Vossemeren;Lommel;Belgium;Night;5
26/06/2025;Centerparcs De Vossemeren - Frites Affair;Lommel;Belgium;Resto;4
26/06/2025;Centerparcs De Vossemeren - Aqua Mundo;Lommel;Belgium;Waterpark;5
26/06/2025;Centerparcs De Vossemeren - Nona's;Lommel;Belgium;Resto;4,5
26/06/2025;Centerparcs De Vossemeren - Arcade;Lommel;Belgium;Arcade;5
27/06/2025;Wijnegem Shopping Center;Wijnegem;Belgium;Shopping Center;5
27/06/2025;Wijnegem Shopping Center - AS Adventure;Wijnegem;Belgium;Shop;4
27/06/2025;Wijnegem Shopping Center - American Dream;Wijnegem;Belgium;Shop;4
27/06/2025;Wijnegem Shopping Center - Boeken voordeel;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - C&A;Wijnegem;Belgium;Shop;4
27/06/2025;Wijnegem Shopping Center - CGS;Wijnegem;Belgium;Shop;0,5
27/06/2025;Wijnegem Shopping Center - Celio;Wijnegem;Belgium;Shop;3,5
27/06/2025;Wijnegem Shopping Center - Fnac;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - Fox;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - Hema;Wijnegem;Belgium;Shop;3
27/06/2025;Wijnegem Shopping Center - HMV;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - Hunkermüller;Wijnegem;Belgium;Shop;4,5
27/06/2025;Wijnegem Shopping Center - Intimissimi;Wijnegem;Belgium;Shop;4,5
27/06/2025;Wijnegem Shopping Center - Jack&Jones;Wijnegem;Belgium;Shop;3,5
27/06/2025;Wijnegem Shopping Center - Lego;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - LolaLiza;Wijnegem;Belgium;Shop;3,5
27/06/2025;Wijnegem Shopping Center - Loqual;Wijnegem;Belgium;Shop;4,5
27/06/2025;Wijnegem Shopping Center - Media Markt;Wijnegem;Belgium;Shop;4,5
27/06/2025;Wijnegem Shopping Center - Nespresso;Wijnegem;Belgium;Shop;4
27/06/2025;Wijnegem Shopping Center - Olleke Bolleke;Wijnegem;Belgium;Shop;3
27/06/2025;Wijnegem Shopping Center - Pipoos;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - Samsung;Wijnegem;Belgium;Shop;4,5
27/06/2025;Wijnegem Shopping Center - SoLow;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - Standaard Boekhandel;Wijnegem;Belgium;Shop;5
27/06/2025;Wijnegem Shopping Center - Undiz;Wijnegem;Belgium;Shop;4
27/06/2025;Wijnegem Shopping Center - Yatta!;Wijnegem;Belgium;Shop;3,5
27/06/2025;Wijnegem Shopping Center - Zara;Wijnegem;Belgium;Shop;3,5
27/06/2025;Wijnegem Shopping Center - Café Centraal;Wijnegem;Belgium;Bar;4
27/06/2025;Wijnegem Shopping Center - Mndy's;Wijnegem;Belgium;Resto;4
27/06/2025;Wijnegem Shopping Center - Lunch Garden;Wijnegem;Belgium;Resto;4,5
1/07/2025;t Belfort;Diksmuide;Belgium;Resto;4,5
2/07/2025;Rock Werchter;Werchter;Belgium;Event;5
2/07/2025;Rock Werchter - While She Sleeps;Werchter;Belgium;Concert;5
2/07/2025;Rock Werchter - Fontaines D.C.;Werchter;Belgium;Concert;2
2/07/2025;Rock Werchter - London Grammar;Werchter;Belgium;Concert;3,5
2/07/2025;Rock Werchter - Deftones;Werchter;Belgium;Concert;4,5
2/07/2025;Rock Werchter - Linkin Park;Werchter;Belgium;Concert;5
2/07/2025;greet Brussels Airport Zaventem;Zaventem;Belgium;Hotel Night;3
3/07/2025;Total Energies;Waarloos;Belgium;Bar;3,5
5/07/2025;Station Berchem - Panos;Berchem;Belgium;Bar;4
9/07/2025;  ;Bredene;Belgium;Resto;5
11/07/2025;Hola;Gent;Belgium;Bar;5
11/07/2025;Vlaanderen Zingt;Ostend;Belgium;Event;4
12/07/2025;Capri Coffee;Antwerp;Belgium;Bar;4
13/07/2025;Ramses;Wuustwezel;Belgium;Resto;4
14/07/2025;Capri Coffee;Antwerp;Belgium;Bar;4
17/07/2025;Panos;Leuven;Belgium;Bar;2
17/07/2025;Madnun Coffee;Leuven;Belgium;Bar;4
17/07/2025;La Vignette;Leuven;Belgium;Resto;4
21/07/2025;Tilburgse Kermis;Tilburg;The Netherlands;Funfair;5
21/07/2025;Tilburgse Kermis - Boobytrap Hotel;Tilburg;The Netherlands;Ride;3,5
21/07/2025;Tilburgse Kermis - Power Surge;Tilburg;The Netherlands;Ride;5
21/07/2025;Tilburgse Kermis - Entia;Tilburg;The Netherlands;Ride;3,5
21/07/2025;Tilburgse Kermis - Kaleidoscop;Tilburg;The Netherlands;Ride;3
21/07/2025;Tilburgse Kermis - Haunted Mansion;Tilburg;The Netherlands;Ride;5
21/07/2025;Tilburgse Kermis - Mexico;Tilburg;The Netherlands;Ride;3
21/07/2025;Tilburgse Kermis - Spookhuis Nostalgische Kermis;Tilburg;The Netherlands;Ride;3
21/07/2025;Tilburgse Kermis - Aeronout;Tilburg;The Netherlands;Ride;5
21/07/2025;Tilburgse Kermis - Thriller;Tilburg;The Netherlands;Ride;4
21/07/2025;Tilburgse Kermis - Fortress Tower;Tilburg;The Netherlands;Ride;5
21/07/2025;Tilburgse Kermis - Toxic;Tilburg;The Netherlands;Ride;5
21/07/2025;Tilburgse Kermis - Laser Pix;Tilburg;The Netherlands;Ride;3,5
21/07/2025;Tilburgse Kermis - Rue de Paris;Tilburg;The Netherlands;Ride;3
21/07/2025;Tilburgse Kermis - Adventure Bay;Tilburg;The Netherlands;Ride;2,5
21/07/2025;Rodeo;Tilburg;The Netherlands;Resto;3
24/07/2025;Relay;Ostend;Belgium;Shop;3,5
24/07/2025;DOK Brewing Copany;Ghent;Belgium;Resto;3,5
24/07/2025;Westcoast Wellness;Oostduinkerke;Belgium;Sauna;5
24/07/2025;Friet Sebiet;Varsenare;Belgium;Resto;4,5
29/07/2025;Relay;Ostend;Belgium;Shop;3,5
1/08/2025;Ramses;Wuustwezel;Belgium;Resto;4,5
1/08/2025;Bar Woest;Wuustwezel;Belgium;Bar;3
3/08/2025;De Kalmthoutse Heide;Kalmthout;Belgium;Leisure;4
5/08/2025;Pairi Daiza;Brugelette;Belgium;Zoo;5
5/08/2025;Frituur Hazegras;Ostend;Belgium;Resto;4,5
13/08/2025;The Guild;Kansas City;USA;Resto;4
14/08/2025;Offkey Karaoke;Kansas City;USA;Leisure;4,5
15/08/2025;City Barrel;Kansas City;USA;Resto;4
15/08/2025;Kill Devil Club;Kansas City;USA;Bar;4
21/08/2025;Chez Albert;Ostend;Belgium;Bar;3
22/08/2025;Reflex;Ostend;Belgium;Arcade;4
23/08/2025;Belgium Pier;Blankenberge;Belgium;Bar;3
23/08/2025;Australian Ice;Blankenberge;Belgium;Bar;3,5
23/08/2025;Floreal - resto;Blankenberge;Belgium;Resto;4
24/08/2025;Relay;Ostend;Belgium;Shop;3
24/08/2025;Chez Albert;Ostend;Belgium;Bar;3,5
24/08/2025;NH Zuid -Resto;Amsterdam;The Netherlands;Resto;3
25/08/2025;Bar Billie;Amsterdam;The Netherlands;Bar;3,5
26/08/2025;Wan Shun;Amsterdam;The Netherlands;Resto;3
27/08/2025;Titus Parilla;Amsterdam;The Netherlands;Resto;5
28/08/2025;Station Amsterdam Centraal - Dunkin Donuts;Amsterdam;The Netherlands;Bar;3
28/08/2025;Station Amsterdam Centraal - Relay;Amsterdam;The Netherlands;Shop;3,5
28/08/2025;Station Amsterdam Centraal - Bruna;Amsterdam;The Netherlands;Shop;3,5
29/08/2025;t Klavertje Vier;Wuustwezel;Belgium;Shop;4,5
29/08/2025;Pure Pauze;Wuustwezel;Belgium;Bar;5
29/08/2025;Het Snoepwinkeltje;Wuustwezel;Belgium;Shop;4
1/09/2025;Cappa Docie;Ostend;Belgium;Resto;3
2/09/2025;Brussels Airport - WH Smith;Zaventem;Belgium;Shop;4
2/09/2025;Brussels Airport - The Gift Shop;Zaventem;Belgium;Shop;3
2/09/2025;Brussels Airport - Leffe bar;Zaventem;Belgium;Bar;3,5
4/09/2025;Asian Kitchen;Lillestrom;Norway;Resto;4
6/09/2025;Bus Station Oslo - Bit Union;Oslo;Norway;Bar;2,5
6/09/2025;Sightseeing bus;Oslo;Norway;Leisure;4,5
6/09/2025;Oslo Airport - O Learry s;Gardermoen;Norway;Resto;4
7/09/2025;Rijmenants;Wuustwezel;Belgium;Shop;4,5
17/09/2025;Relay;Ostend;Belgium;Shop;3,5
17/09/2025;Panos;Ostend;Belgium;Bar;3,5
17/09/2025;Pitta Home;Lokeren;Belgium;Resto;4,5
19/09/2025;Frituur Pier en Pol;Ostend;Belgium;Resto;4,5
20/09/2025;Cirque De Soleil - Allegria;Brussels;Belgium;Event;5
20/09/2025;Atomium - Tica bar;Brussels;Belgium;Bar;3,5
22/09/2025;Starbucks Centraal Station;Antwerp;Belgium;Bar;5
25/09/2025;Brasschaats Badhuis;Brasschaat;Belgium;Sauna;4
27/09/2025;Klavertje Vier;Wuustwezel;Belgium;Shop;5
28/09/2025;Sportoase Elshout;Brasschaat;Belgium;Waterpark;4
28/09/2025;Frituur Bavo;Brasschaat;Belgium;Resto;5
29/09/2025;Starbucks Centraal Station;Antwerp;Belgium;Bar;5
2/10/2025;Aveve;St Lenaerts;Belgium;Shop;4
3/10/2025;De Grotten van Han;Han-sur-Lesse;Belgium;Leisure;5
3/10/2025;"D&G Friterie ""Chez Sandra""";Han-sur-Lesse;Belgium;Resto;5
3/10/2025;Sunclass;Durbuy;Belgium;Night;4
4/10/2025;Sunclass - Zwembad;Durbuy;Belgium;Swimming Pool;1
4/10/2025;Sunclass - La Brasserie Du Parc;Durbuy;Belgium;Resto;4
4/10/2025;Sunclass;Durbuy;Belgium;Night;4
4/10/2025;Le Grand Café;Durbuy;Belgium;Resto;3,5
5/10/2025;Euro Space Center;Transinne;Belgium;Themepark;5
5/10/2025;Sunclass - La Brasserie Du Parc;Durbuy;Belgium;Resto;4,5
5/10/2025;Sunclass;Durbuy;Belgium;Night;4
6/10/2025;Leeuw van Waterloo;Braine-l'Alleud;Belgium;Museum;5
6/10/2025;Lunchgarden;Schoten;Belgium;Resto;4,5
10/10/2025;La Gare;Gistel;Belgium;Resto;5
11/10/2025;Panos - Station;Ostend;Belgium;Bar;3,5
12/10/2025;Rijmenants;Wuustwezel;Belgium;Shop;5
13/10/2025;Starbucks Centraal Station;Antwerp;Belgium;Bar;5
13/10/2025;Relay;Ostend;Belgium;Shop;3
15/10/2025;Panos - Station;Ostend;Belgium;Bar;4
15/10/2025;Pitta Home;Lokeren;Belgium;Resto;5
15/10/2025;Café Du Parc;Ostend;Belgium;Bar;5
18/10/2025;Ellis;Antwerp;Belgium;Resto;4,5
18/10/2025;Panos - Station Dampoort;Ghent;Belgium;Bar;2
23/10/2025;Relay;Ostend;Belgium;Shop;4
23/10/2025;Chez Albert;Ostend;Belgium;Bar;5
24/10/2025;Bibliotheek;Wuustwezel;Belgium;Culture;4
24/10/2025;Klavertje Vier;Wuustwezel;Belgium;Shop;4,5
26/10/2025;Boektopia;Kortrijk;Belgium;Event;5
26/10/2025;Mr. Chicken;Kortrijk;Belgium;Resto;4
29/10/2025;Fox;Ostend;Belgium;Shop;4
29/10/2025;Panos - Station;Ostend;Belgium;Bar;4
30/10/2025;Decathlon;Breda;The Netherlands;Shop;3,5
30/10/2025;Ramses;Wuustwezel;Belgium;Resto;4
1/11/2025;De Wildert;Zundert;The Netherlands;Swimming Pool;3,5
1/11/2025;Tafelen;Rijsbergen;The Netherlands;Resto;5
2/11/2025;Kinepolis;Antwerp;Belgium;;5
2/11/2025;Kinepolis - Hoe tem je een draak;Antwerp;Belgium;;4,5
2/11/2025;Kinepolis - Douwe Echtberts;Antwerp;Belgium;Bar;4
2/11/2025;Kinepolis - Burger King;Antwerp;Belgium;Resto;3,5
2/11/2025;MAS - Publiek Dakterras;Antwerp;Belgium;;4
2/11/2025;AFAS Dome - Lounge;Antwerp;Belgium;Resto;5
2/11/2025;Lindemann;Antwerp;Belgium;Concert;5
4/11/2025;Kruitvat;Ostend;Belgium;Shop;3,5
4/11/2025;HEMA;Ostend;Belgium;Shop;3,5
4/11/2025;Schol;Ostend;Belgium;Bar;5
4/11/2025;Lowie Frieton;Gistel;Belgium;Resto;4,5
6/11/2025;Relay;Ostend;Belgium;Shop;3,5
6/11/2025;Chez Albert;Ostend;Belgium;Bar;4
6/11/2025;Relay - Sint Pieters Station;Ghent;Belgium;Shop;3,5
6/11/2025;Delaware Future Lab 2030;Ghent;Belgium;Business;4,5
7/11/2025;Vliegplein;Ostend;Belgium;Resto;5
7/11/2025;De Halve Barrière;Eernegem;Belgium;Bar;3,5
8/11/2025;Chez Albert;Ostend;Belgium;Bar;3,5
8/11/2025;Panos - Sint Pieters Station;Ghent;Belgium;Bar;4
8/11/2025;Fox;Ostend;Belgium;Shop;4
10/11/2025;Vliegplein;Ostend;Belgium;Resto;2
13/11/2025;Schol;Ostend;Belgium;Bar;5
13/11/2025;Bibliotheek;Wuustwezel;Belgium;Culture;4
13/11/2025;Relay;Ostend;Belgium;Shop;3
14/11/2025;Libelle Winterfair;Mechelen;Belgium;Event;4
14/11/2025;De Bosrand;Rijsbergen;The Netherlands;Shop;3,5
14/11/2025;De Bosrand - Cosy Christmas;Rijsbergen;The Netherlands;Event;5
15/11/2025;Lichtstoet;Wuustwezel;Belgium;Event;5
16/11/2025;Rijmenants;Wuustwezel;Belgium;Shop;5
20/11/2025;SOM Ledendag;Ghent;Belgium;Business;4
20/11/2025;Panos - Dampoort Station;Ghent;Belgium;Bar;4
22/11/2025;AVA;Rijkevorsel;Belgium;Shop;4
22/11/2025;Standaard Boekhandel;Rijkevorsel;Belgium;Shop;4,5
22/11/2025;Bel en Bo;Rijkevorsel;Belgium;Shop;4,5
22/11/2025;E5;Rijkevorsel;Belgium;Shop;4
22/11/2025;Action;Rijkevorsel;Belgium;Shop;4,5
22/11/2025;Den Bistro;Rijkevorsel;Belgium;Bar;4
22/11/2025;Friet Madam;Wuustwezel;Belgium;Resto;3,5
24/11/2025;Brussels Airport - Panos;Zaventem;Belgium;Bar;4
24/11/2025;Brussels Airport - Starbucks;Zaventem;Belgium;Bar;5
24/11/2025;Christmas Market;Potsdam;Germany;Christmas Market;3,5
28/11/2025;Crhistmas Marktets AlexanderPlatz;Berlin;Germany;Christmas Market;5
28/11/2025;Berlin Airport - Asian Gourmet;Berlin;Germany;Resto;4
1/12/2025;Action;Ostend;Belgium;Shop;3,5
1/12/2025;TeDI;Ostend;Belgium;Shop;4,5
2/12/2025;La Gare;Gistel;Belgium;Bar;4
3/12/2025;t Smoefelgatje;Ostend;Belgium;Bar;4
3/12/2025;Peerd en Karre;Ichtegem;Belgium;Resto;5
6/12/2025;Lola Liza;Hoogstraten;Belgium;Shop;4
6/12/2025;Kruitvat;Hoogstraten;Belgium;Shop;3
6/12/2025;Standaard Boekhandel;Hoogstraten;Belgium;Shop;5
6/12/2025;Klavertje Vier;Hoogstraten;Belgium;Shop;5
8/12/2025;Antwerpen Centraal - Starbucks;Antwerp;Belgium;Bar;5
10/12/2025;Relay;Ostend;Belgium;Shop;3
10/12/2025;Mixor Kebab;Antwerp;Belgium;Resto;5
11/12/2025;Christmas Markets;Antwerp;Belgium;Christmas Market;5
13/12/2025;Christmas Markets;Dusseldorf;Germany;Christmas Market;5
13/12/2025;Schwan;Dusseldorf;Germany;Bar;3
13/12/2025;Lego;Dusseldorf;Germany;Shop;5
13/12/2025;Snipes;Dusseldorf;Germany;Shop;3,5
13/12/2025;Elbenwald;Dusseldorf;Germany;Shop;4
13/12/2025;Toys and Helden;Dusseldorf;Germany;Shop;4
13/12/2025;H&M;Dusseldorf;Germany;Shop;2,5
13/12/2025;C&A;Dusseldorf;Germany;Shop;5
16/12/2025;Christmas Market;Ostend;Belgium;Christmas Market;3,5
22/12/2025;Standaard Boekhandel;Gistel;Belgium;Shop;5
22/12/2025;Leonidas;Gistel;Belgium;Shop;3,5
22/12/2025;Bibliotheek;Gistel;Belgium;Culture;4
24/12/2025;Sansuniek;Gistel;Belgium;Bar;4
26/12/2025;Internationale Kerststellen Tentoonstelling;Wuustwezel;Belgium;Event;5
26/12/2025;Klavertje Vier;Wuustwezel;Belgium;Shop;5
26/12/2025;Ramses;Wuustwezel;Belgium;Shop;4,5
29/12/2025;Aazencross Veldrijden;Loenhout;Belgium;Event;5
29/12/2025;Klavertje Vier;Wuustwezel;Belgium;Shop;5
30/12/2025;Antwerpen Centraal - Starbucks;Antwerp;Belgium;Bar;5
5/01/2026;Dreamland;Ostend;Belgium;Shop;5
7/01/2026;Station Oostende - Panos;Ostend;Belgium;Bar;4
10/01/2026;Wijnegem Shopping Center;Wijnegem;Belgium;Shopping Center;4
10/01/2026;Wijnegem Shopping Center - Loqual;Wijnegem;Belgium;Shop;5
10/01/2026;Wijnegem Shopping Center - H&M ;Wijnegem;Belgium;Shop;3
10/01/2026;Wijnegem Shopping Center - JBC;Wijnegem;Belgium;Shop;1
10/01/2026;Wijnegem Shopping Center - C&A;Wijnegem;Belgium;Shop;5
10/01/2026;Wijnegem Shopping Center - LolaLiza;Wijnegem;Belgium;Shop;4
10/01/2026;Wijnegem Shopping Center - Lego;Wijnegem;Belgium;Shop;3,5
10/01/2026;Wijnegem Shopping Center - FNAC;Wijnegem;Belgium;Shop;4
10/01/2026;Wijnegem Shopping Center - Standaard Boekhandel;Wijnegem;Belgium;Shop;4
10/01/2026;Wijnegem Shopping Center - Lunch Garden;Wijnegem;Belgium;Resto;4,5
10/01/2026;Wijnegem Shopping Center - Mndy's;Wijnegem;Belgium;Bar;4,5
10/01/2026;Wijnegem Shopping Center - Hunkermüller;Wijnegem;Belgium;Shop;3
